post_name , post_start_date , post_end_date , post_place , post_address , post_description , post_image_src
Ο Χάρτινος Κόσμος της Μαρίας Στεφάνου, στο Δημοτικό Θέατρο Καλαμαριάς Μελίνα Μερκούρη,2019-10-17,2019-11-10,Δημ. Θέατρο «Μελίνα Μερκούρη»,Μεταμορφώσεως 7, Καλαμαριά,Η νέα μουσική δημιουργία της Μαρίας Στεφάνου Ο Χάρτινος Κόσμος the musical κάνει πρεμιέρα την Παρασκευή 17 Οκτωβρίου 2019 στο Δημοτικό Θέατρο Καλαμαριάς Μελίνα Μερκούρη στη Θεσσαλονίκηένα έργο που μιλάει για την αξία των ανθρώπων και την ουσία της ζωής. Μια παράσταση που...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/09/xartinos-kosmos-360x202.jpg
Camparet Lysistrata από το Once Upon στο Θέατρο Σοφούλη,2019-10-18,2019-11-15,Θέατρο Σοφούλη,Τραπεζούντος 5 & Σοφούλη, Καλαμαριά,Το τμήμα ενηλίκων του θεατρικού εργαστηρίου ‘Once Upon’ παρουσιάζει το Camparet Lysistrata στο Θέατρο Σοφούλη στη Θεσσαλονίκη από την Παρασκευή 18 Οκτωβρίου 2019 και για πέντε παραστάσεις. Παρίσι 1889 μ.Χ. Ένας ναός αφιερωμένος στη γυναίκα και το χορό  ένα νέο μουσικό θέατρο...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/lysistrata-360x202.jpg
Το “Έκτο Πάτωμα” από το Θεατρικό Εργαστήρι Once Upon στο Θέατρο Σοφούλη,2019-10-19,2019-11-17,Θέατρο Σοφούλη,Τραπεζούντος 5 & Σοφούλη, Καλαμαριά,Μια τρελή μουσική κωμωδία με τίτλο “Έκτο Πάτωμα” παρουσιάζει το Θεατρικό Εργαστήρι Once Upon στο Θέατρο Σοφούλη στη Θεσσαλονίκη το Σάββατο 19 Οκτωβρίου 2019 σε διασκευή της Άννας Παναγιωτοπούλου. Στην Γαλλία με τον όρο «έκτο πάτωμα» εννοούν το τελευταίο πάτωμα ενός κτιρίου…εμείς εννοούμε...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/6o-patoma-360x202.jpg
ΚΘΒΕ – Βρεφική παράσταση «Έξω Πάνω Μέσα Κάτω» στο Βασιλικό Θέατρο,2019-10-19,2019-11-30,Βασιλικό Θέατρο,Πλατεία Λευκού Πύργου,Η βρεφική παράσταση «Έξω Πάνω Μέσα Κάτω» επιστρέφει στο Βασιλικό Θέατρο τα Σάββατα. Για δεύτερη χρονιά συνεχίζεται στη Θεσσαλονίκη η επιτυχημένη βρεφική παράσταση του Κρατικού Θέατρου Βορείου Ελλάδος που απευθύνεται σε βρέφη από 8 μηνών έως νήπια 4 χρόνων «Έξω Πάνω Μέσα Κάτω»...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/02/eksw-panw-mesa-katw-2-360x202.jpg
,,,,,,
«Το Γαλάζιο Πουλί» του Μωρίς Μαίτερλινγκ από το Νέο Θέατρο Θεσσαλονίκης,2019-10-20,2019-12-22,Ολύμπιον,Πλατεία Αριστοτέλους 10, Θεσσαλονίκη,Η παιδική Σκηνή του Νέου Θεάτρου Θεσσαλονίκης  παρουσιάζει το συμβολικό θεατρικό παραμύθι «Το Γαλάζιο Πουλί» του βραβευμένου με Νόμπελ Λογοτεχνίας Μωρίς Μαίτερλινγκ στο Θέατρο Ολύμπιον από την Κυριακή 20 Οκτωβρίου έως και την Κυριακή 22 Δεκεμβρίου 2019. «…Πολλά πράγματα στη ζωή των ανθρώπων...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/galazio-pouli-360x202.jpg
«Το Καπλάνι της Βιτρίνας», το Αριστούργημα της Άλκης Ζέη στο θέατρο Αμαλία,2019-10-20,2019-11-24,Θέατρο Αμαλία,Αμαλίας 71, Θεσσαλονίκη,Ο μαγικός κόσμος των παιδικών μας χρόνων θα ζωντανέψει με «Το Καπλάνι της Βιτρίνας» της Άλκης Ζέη που θα κάνει πρεμιέρα την Κυριακή 20 Οκτωβρίου 2019 στο θέατρο Αμαλία στη Θεσσαλονίκη και θα μας ταξιδέψει όλους στα συναισθήματα και την αθωότητα της παιδικής...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/08/kaplani-vitrinas-360x202.jpg
Το Ψυχολογικό Θρίλερ «Μετά τη Θήβα» έρχεται στο Θέατρο Αθήναιον,2019-10-20,2019-11-10,Θέατρο Αθήναιον,Λεωφόρος Βασιλίσσης Όλγας 35, Θεσσαλονίκη,Για τους λάτρεις των θρίλερ η θεατρική παράσταση «Μετά τη Θήβα» του Δημήτρη Καρακάση έρχεται στο θέατρο Αθήναιον στη Θεσσαλονίκη την Κυριακή 20 Οκτωβρίου 2019 και για λίγες παραστάσεις. Μια θεατρική παράσταση σκοτεινή αιματηρή και αστεία. Λίγα λόγια για το έργο: Ένα μυστικό...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/meta-thinva-athinaion-360x202.jpg
ΚΘΒΕ Η Μόλλυ Σουήνυ του Φρίελ στο Φουαγιέ της Εταιρείας Μακεδονικών Σπουδών,2019-10-20,2019-11-30,Θέατρο Εταιρείας Μακεδονικών Σπουδών,Εθνικής Αμύνης 2, Θεσσαλονίκη,Η «Μόλλυ Σουήνυ» του Μπράιαν Φρίελ παρουσιάζεται για πρώτη φορά από το ΚΘΒΕ και θα κάνει πρεμιέρα στο Φουαγιέ της ΕΜΣ μέσα από τη σκηνοθετική ματιά της Γλυκερίας Καλαιτζή την Κυριακή 20 Οκτωβρίου 2019. Ένας από τους σημαντικότερους σύγχρονους θεατρικούς συγγραφείς ο Μπράιαν...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/06/molu-sounh-kratiko-theatro-360x202.jpg
,,,,,,
ΚΘΒΕ «Ποιος Σκότωσε τον Σκύλο τα Μεσάνυχτα»  Β΄Εκδοχή στο Θέατρο Μονής Λαζαριστών,2019-10-26,2019-12-31,Μονή Λαζαριστών – Σκηνή Σωκράτης Καραντινός,Κολοκοτρώνη 25-27, Σταυρούπολη,Για δεύτερη χρονιά φέτος ο «διαφορετικός» Κρίστοφερ ο ήρωας του Σάιμον Στήβενς – που ενσαρκώνει ο Βασίλης Ντάρμας – στην θεατρική διασκευή του αριστουργήματος «Ποιος Σκότωσε τον Σκύλο τα Μεσάνυχτα» Β΄Εκδοχή μας υποδέχεται στη Νεανική Σκηνή του ΚΘΒΕ στο Θέατρο Μονής Λαζαριστών στη σκηνή...,https://thessaloniki.b-cdn.net/wp-content/uploads/2018/11/poios-skotwse-ton-skulo-ta-mesnuxta-360x202.jpg
Ο «Έλμερ ο Παρδαλός Ελέφαντας» Έρχεται στο Κινηματοθέατρο Φαργκάνη,2019-10-26,2019-11-24,Φαργκάνη Art,Αγίου Παντελεήμονος 10, Θεσσαλονίκη,Η επίσημη θεατρική παράσταση «Έλμερ ο Παρδαλός Ελέφαντας» διασκευασμένη με πρωτότυπο ελληνικό κείμενο που βασίζεται στα παιδικά βιβλία του Ντέιβιντ Μακ Κι έρχεται από το Σάββατο 26 Οκτωβρίου στο Κινηματοθέατρο Φαργκάνη στη Θεσσαλονίκη και μιλάει με κείμενα μουσική και στίχους για όλες τις αξίες...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/elmer-elefantas-360x202.jpg
«Ο Ραφτάκος των Λέξεων» στο Δημοτικό Θέατρο Καλαμαριάς «Μελίνα Μερκούρη»,2019-10-27,2019-12-22,Δημ. Θέατρο «Μελίνα Μερκούρη»,Μεταμορφώσεως 7, Καλαμαριά,Το μυστικό που βάζει στις μαγικές κλωστές του «Ο Ραφτάκος των Λέξεων» θα μας φανερώσει η θεατρική ομάδα «Μικρός Βορράς» στο Δημοτικό θέατρο Καλαμαριάς «Μελίνα Μερκούρη» από την Κυριακή 27 Οκτωβρίου και κάθε Κυριακή. Δεν είναι μεταξωτές αλλά ούτε και μάλλινες είναι οι...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/raftakos-leksewn-360x202.jpg
«Ο Επιτάφιος Λόγος του Περικλή» του Δήμου Αβδελιώδη στο Θέατρο Αυλαία,2019-10-30,2019-11-03,Θέατρο Αυλαία,Πλατεία ΧΑΝΘ, Θεσσαλονίκη,Ο Δήμος Αβδελιώδης δημιούργησε μια παράσταση βασισμένη στο κείμενο  «Ο Επιτάφιος Λόγος του Περικλή» του Θουκιδίδη σε μετάφραση Ελευθερίου Βενιζέλου που θα παρουσιάσει από την Τετάρτη 30 Οκτωβρίου έως την Κυριακή 3 Νοεμβρίου 2019 στο Θέατρο Αυλαία στη Θεσσαλονίκη. Η παράσταση που χάρισε...,https://thessaloniki.b-cdn.net/wp-content/uploads/2019/10/Ioanna-spanou-360x202.jpg
,,,,,,
